date,home_team,away_team,team,minute
2015-03-29,Scotland,Gibraltar,Scotland,18.0
2015-03-29,Scotland,Gibraltar,Scotland,34.0
2015-06-11,Afghanistan,Syria,Syria,90.0
2015-06-11,Bangladesh,Kyrgyzstan,Kyrgyzstan,29.0
2015-06-11,Chile,Ecuador,Chile,66.0
2015-06-11,Dominica,Canada,Canada,64.0
2015-06-11,Hong Kong,Bhutan,Hong Kong,49.0
2015-06-11,India,Oman,Oman,40.0
2015-06-11,Laos,Myanmar,Laos,81.0
2015-06-12,Bosnia and Herzegovina,Israel,Bosnia and Herzegovina,45.0
2015-06-12,Croatia,Italy,Italy,36.0
2015-06-13,Argentina,Paraguay,Argentina,35.0
2015-06-13,Armenia,Portugal,Portugal,29.0
2015-06-14,Antigua and Barbuda,Saint Lucia,Saint Lucia,81.0
2015-06-14,Guyana,Saint Vincent and the Grenadines,Guyana,50.0
2015-06-14,Sweden,Montenegro,Montenegro,64.0
2015-06-15,Chile,Mexico,Chile,54.0
2015-06-15,Ecuador,Bolivia,Bolivia,42.0
2015-06-19,Mexico,Ecuador,Mexico,63.0
2015-06-25,Bolivia,Peru,Bolivia,83.0
2015-06-27,Brazil,Paraguay,Paraguay,71.0
2015-07-18,United States,Cuba,United States,64.0
2015-07-19,Mexico,Costa Rica,Mexico,120.0
2015-07-22,Panama,Mexico,Mexico,90.0
2015-07-22,Panama,Mexico,Mexico,105.0
2015-09-03,Belgium,Bosnia and Herzegovina,Belgium,78.0
2015-09-03,Iran,Guam,Iran,10.0
2015-09-03,Iraq,Taiwan,Iraq,90.0
2015-09-03,Israel,Andorra,Israel,26.0
2015-09-03,Kuwait,Myanmar,Kuwait,69.0
2015-09-03,Netherlands,Iceland,Iceland,51.0
2015-09-03,Saudi Arabia,Timor-Leste,Saudi Arabia,23.0
2015-09-04,Antigua and Barbuda,Guatemala,Antigua and Barbuda,72.0
2015-09-04,Gibraltar,Republic of Ireland,Republic of Ireland,51.0
2015-09-04,Grenada,Haiti,Grenada,33.0
2015-09-04,Jamaica,Nicaragua,Nicaragua,5.0
2015-09-04,Saint Vincent and the Grenadines,Aruba,Saint Vincent and the Grenadines,90.0
2015-09-05,San Marino,England,England,13.0
2015-09-05,Spain,Slovakia,Spain,30.0
2015-09-05,Ukraine,Belarus,Ukraine,40.0
2015-09-05,Ukraine,Belarus,Belarus,62.0
2015-09-06,Italy,Bulgaria,Italy,6.0
2015-09-07,Poland,Gibraltar,Poland,59.0
2015-09-08,Bangladesh,Jordan,Jordan,13.0
2015-09-08,England,Switzerland,England,84.0
2015-09-08,Laos,Kuwait,Kuwait,84.0
2015-09-08,Lebanon,Korea Republic,Korea Republic,22.0
2015-09-08,Liechtenstein,Russia,Russia,40.0
2015-09-08,Sweden,Austria,Austria,9.0
2015-09-08,Thailand,Iraq,Thailand,80.0
2015-09-08,Yemen,Bahrain,Bahrain,31.0
2015-10-07,Mauritius,Kenya,Mauritius,67.0
2015-10-08,Bhutan,Maldives,Maldives,57.0
2015-10-08,Georgia,Gibraltar,Georgia,35.0
2015-10-08,Jordan,Australia,Jordan,47.0
2015-10-08,Kyrgyzstan,Tajikistan,Tajikistan,71.0
2015-10-08,Kyrgyzstan,Tajikistan,Kyrgyzstan,90.0
2015-10-08,Liberia,Guinea-Bissau,Liberia,35.0
2015-10-08,Saudi Arabia,United Arab Emirates,Saudi Arabia,90.0
2015-10-08,Syria,Japan,Japan,55.0
2015-10-08,Vietnam,Iraq,Iraq,90.0
2015-10-09,North Macedonia,Ukraine,Ukraine,59.0
2015-10-09,Slovenia,Lithuania,Slovenia,45.0
2015-10-09,Slovenia,Lithuania,Lithuania,79.0
2015-10-09,Somalia,Niger,Niger,61.0
2015-10-09,Switzerland,San Marino,Switzerland,55.0
2015-10-09,Switzerland,San Marino,Switzerland,72.0
2015-10-09,Switzerland,San Marino,Switzerland,80.0
2015-10-10,Andorra,Belgium,Andorra,51.0
2015-10-10,Andorra,Belgium,Belgium,56.0
2015-10-10,Czech Republic,Turkey,Turkey,62.0
2015-10-11,Ethiopia,São Tomé and Príncipe,Ethiopia,47.0
2015-10-11,Germany,Georgia,Germany,50.0
2015-10-11,Poland,Republic of Ireland,Republic of Ireland,16.0
2015-10-12,Luxembourg,Slovakia,Luxembourg,65.0
2015-10-12,Russia,Montenegro,Russia,37.0
2015-10-13,Burundi,Seychelles,Burundi,71.0
2015-10-13,Ecuador,Bolivia,Ecuador,90.0
2015-10-13,Korea DPR,Yemen,Korea DPR,12.0
2015-10-13,Peru,Chile,Peru,36.0
2015-11-12,Australia,Kyrgyzstan,Australia,40.0
2015-11-12,Benin,Burkina Faso,Benin,45.0
2015-11-12,Bolivia,Venezuela,Bolivia,23.0
2015-11-12,China,Bhutan,China,21.0
2015-11-12,Iran,Turkmenistan,Iran,83.0
2015-11-12,Maldives,Hong Kong,Hong Kong,13.0
2015-11-12,Tajikistan,Bangladesh,Tajikistan,51.0
2015-11-12,United Arab Emirates,Timor-Leste,United Arab Emirates,53.0
2015-11-13,Angola,South Africa,South Africa,80.0
2015-11-13,Libya,Rwanda,Libya,46.0
2015-11-14,Sweden,Denmark,Sweden,50.0
2015-11-16,Republic of Ireland,Bosnia and Herzegovina,Republic of Ireland,24.0
2015-11-17,Algeria,Tanzania,Algeria,49.0
2015-11-17,Algeria,Tanzania,Algeria,59.0
2015-11-17,Burkina Faso,Benin,Burkina Faso,17.0
2015-11-17,Guam,Iran,Iran,52.0
2015-11-17,Laos,Korea Republic,Korea Republic,3.0
2015-11-17,Mali,Botswana,Mali,10.0
2015-11-17,Korea DPR,Bahrain,Korea DPR,45.0
2015-11-17,Singapore,Syria,Singapore,89.0
2015-11-17,Timor-Leste,Saudi Arabia,Saudi Arabia,29.0
2015-11-17,Timor-Leste,Saudi Arabia,Saudi Arabia,55.0
2016-01-08,Panama,Cuba,Panama,17.0
2016-03-24,Australia,Tajikistan,Australia,13.0
2016-03-24,Australia,Tajikistan,Australia,57.0
2016-03-24,Bahrain,Yemen,Bahrain,32.0
2016-03-24,Bolivia,Colombia,Bolivia,50.0
2016-03-24,Iran,India,Iran,33.0
2016-03-24,Iran,India,Iran,66.0
2016-03-24,Jordan,Bangladesh,Jordan,29.0
2016-03-24,Jordan,Bangladesh,Jordan,90.0
2016-03-24,Peru,Venezuela,Venezuela,33.0
2016-03-24,United Arab Emirates,Palestine,United Arab Emirates,60.0
2016-03-25,Saint Vincent and the Grenadines,Trinidad and Tobago,Saint Vincent and the Grenadines,45.0
2016-03-29,Argentina,Bolivia,Argentina,30.0
2016-03-29,Maldives,Bhutan,Bhutan,48.0
2016-03-29,Maldives,Bhutan,Maldives,81.0
2016-03-29,Mexico,Canada,Mexico,17.0
2016-05-28,New Zealand,Fiji,Fiji,45.0
2016-05-28,New Zealand,Fiji,New Zealand,61.0
2016-05-31,Solomon Islands,Fiji,Fiji,85.0
2016-06-01,New Caledonia,Samoa,New Caledonia,38.0
2016-06-01,New Caledonia,Samoa,New Caledonia,89.0
2016-06-03,United States,Colombia,Colombia,42.0
2016-06-04,Fiji,Vanuatu,Vanuatu,75.0
2016-06-07,United States,Costa Rica,United States,9.0
2016-06-10,Chile,Bolivia,Chile,90.0
2016-06-10,France,Romania,Romania,65.0
2016-06-15,Romania,Switzerland,Romania,18.0
2016-06-17,Czech Republic,Croatia,Czech Republic,89.0
2016-06-18,Iceland,Hungary,Iceland,40.0
2016-06-26,France,Republic of Ireland,Republic of Ireland,2.0
2016-06-27,England,Iceland,England,4.0
2016-07-02,Germany,Italy,Italy,78.0
2016-07-07,France,Germany,France,45.0
2016-09-01,Ecuador,Brazil,Brazil,72.0
2016-09-01,Japan,United Arab Emirates,United Arab Emirates,54.0
2016-09-01,Saudi Arabia,Thailand,Saudi Arabia,84.0
2016-09-02,El Salvador,Mexico,El Salvador,24.0
2016-09-02,El Salvador,Mexico,Mexico,73.0
2016-09-02,Saint Vincent and the Grenadines,United States,United States,43.0
2016-09-04,Kazakhstan,Poland,Poland,35.0
2016-09-04,Malta,Scotland,Scotland,61.0
2016-09-05,Croatia,Turkey,Croatia,44.0
2016-09-05,Finland,Kosovo,Kosovo,60.0
2016-09-05,Israel,Italy,Italy,31.0
2016-09-05,Serbia,Republic of Ireland,Serbia,69.0
2016-09-05,Wales,Moldova,Wales,90.0
2016-09-06,Bosnia and Herzegovina,Estonia,Bosnia and Herzegovina,23.0
2016-09-06,Costa Rica,Panama,Panama,90.0
2016-09-06,Iraq,Saudi Arabia,Saudi Arabia,81.0
2016-09-06,Iraq,Saudi Arabia,Saudi Arabia,88.0
2016-09-06,Peru,Ecuador,Peru,19.0
2016-09-06,Uruguay,Paraguay,Uruguay,45.0
2016-10-06,Italy,Spain,Italy,82.0
2016-10-06,Peru,Argentina,Peru,83.0
2016-10-06,Korea Republic,Qatar,Qatar,16.0
2016-10-06,Turkey,Ukraine,Ukraine,24.0
2016-10-06,Turkey,Ukraine,Turkey,81.0
2016-10-07,France,Bulgaria,Bulgaria,6.0
2016-10-08,Armenia,Romania,Romania,4.0
2016-10-08,Northern Ireland,San Marino,Northern Ireland,26.0
2016-10-08,Poland,Denmark,Poland,36.0
2016-10-10,Andorra,Switzerland,Switzerland,19.0
2016-10-11,Australia,Japan,Australia,52.0
2016-10-11,Lithuania,Malta,Lithuania,84.0
2016-10-11,Qatar,Syria,Qatar,37.0
2016-11-11,Denmark,Kazakhstan,Denmark,36.0
2016-11-11,Libya,Tunisia,Tunisia,50.0
2016-11-11,Romania,Poland,Poland,90.0
2016-11-12,Albania,Israel,Israel,18.0
2016-11-12,Cameroon,Zambia,Cameroon,45.0
2016-11-13,Egypt,Ghana,Egypt,42.0
2016-11-13,Guinea,DR Congo,Guinea,23.0
2016-11-13,Luxembourg,Netherlands,Luxembourg,44.0
2016-11-13,Portugal,Latvia,Portugal,28.0
2016-11-15,Japan,Saudi Arabia,Japan,45.0
2016-11-15,Thailand,Australia,Australia,9.0
2016-11-15,Thailand,Australia,Thailand,57.0
2016-11-15,Thailand,Australia,Australia,65.0
2017-01-15,Algeria,Zimbabwe,Zimbabwe,29.0
2017-01-15,Tunisia,Senegal,Senegal,10.0
2017-01-17,Ghana,Uganda,Ghana,32.0
2017-01-18,Gabon,Burkina Faso,Gabon,38.0
2017-01-19,Algeria,Tunisia,Tunisia,66.0
2017-01-23,Zimbabwe,Tunisia,Tunisia,45.0
2017-01-29,DR Congo,Ghana,Ghana,78.0
2017-03-23,Argentina,Chile,Argentina,15.0
2017-03-23,Paraguay,Ecuador,Ecuador,69.0
2017-03-23,Syria,Uzbekistan,Syria,90.0
2017-03-23,Uruguay,Brazil,Uruguay,9.0
2017-03-24,Georgia,Serbia,Serbia,45.0
2017-03-24,Italy,Albania,Italy,12.0
2017-03-24,Kosovo,Iceland,Iceland,35.0
2017-03-25,Fiji,New Zealand,New Zealand,48.0
2017-03-25,Luxembourg,France,Luxembourg,34.0
2017-03-25,Luxembourg,France,France,37.0
2017-03-25,Sweden,Belarus,Sweden,19.0
2017-03-26,San Marino,Czech Republic,Czech Republic,77.0
2017-06-09,Belarus,Bulgaria,Belarus,33.0
2017-06-09,Netherlands,Luxembourg,Netherlands,84.0
2017-06-10,Kazakhstan,Denmark,Denmark,51.0
2017-06-10,Norway,Czech Republic,Norway,55.0
2017-06-10,Poland,Romania,Poland,29.0
2017-06-10,Poland,Romania,Poland,62.0
2017-06-11,New Caledonia,Fiji,New Caledonia,43.0
2017-06-11,Serbia,Wales,Wales,35.0
2017-06-13,Papua New Guinea,Solomon Islands,Solomon Islands,33.0
2017-06-13,Syria,China,Syria,12.0
2017-06-13,Syria,China,China,68.0
2017-06-19,Australia,Germany,Germany,44.0
2017-06-22,Cameroon,Australia,Australia,60.0
2017-06-24,New Zealand,Portugal,Portugal,33.0
2017-07-02,Portugal,Mexico,Portugal,104.0
2017-07-16,Jamaica,El Salvador,Jamaica,63.0
2017-08-29,United Arab Emirates,Saudi Arabia,Saudi Arabia,20.0
2017-08-31,Belgium,Gibraltar,Belgium,82.0
2017-08-31,China,Uzbekistan,China,84.0
2017-08-31,Portugal,Faroe Islands,Portugal,28.0
2017-08-31,Thailand,Iraq,Iraq,85.0
2017-09-01,Cape Verde,South Africa,Cape Verde,38.0
2017-09-01,Morocco,Mali,Morocco,19.0
2017-09-01,New Zealand,Solomon Islands,Solomon Islands,53.0
2017-09-01,Norway,Azerbaijan,Norway,31.0
2017-09-01,San Marino,Northern Ireland,Northern Ireland,78.0
2017-09-01,Trinidad and Tobago,Honduras,Trinidad and Tobago,67.0
2017-09-01,Tunisia,DR Congo,Tunisia,18.0
2017-09-03,Belarus,Sweden,Sweden,84.0
2017-09-03,Latvia,Switzerland,Switzerland,58.0
2017-09-04,Cameroon,Nigeria,Cameroon,74.0
2017-09-04,Poland,Kazakhstan,Poland,86.0
2017-09-04,Slovenia,Lithuania,Slovenia,25.0
2017-09-04,Slovenia,Lithuania,Slovenia,61.0
2017-09-05,Bolivia,Chile,Bolivia,59.0
2017-09-05,Ecuador,Peru,Ecuador,79.0
2017-09-05,North Macedonia,Albania,North Macedonia,78.0
2017-09-05,Solomon Islands,New Zealand,Solomon Islands,28.0
2017-09-05,Solomon Islands,New Zealand,Solomon Islands,78.0
2017-10-05,Azerbaijan,Czech Republic,Azerbaijan,55.0
2017-10-05,Romania,Kazakhstan,Romania,38.0
2017-10-05,San Marino,Norway,Norway,14.0
2017-10-05,Syria,Australia,Syria,85.0
2017-10-06,United States,Panama,United States,43.0
2017-10-07,Belarus,Netherlands,Netherlands,84.0
2017-10-07,Sweden,Luxembourg,Sweden,10.0
2017-10-07,Sweden,Luxembourg,Sweden,67.0
2017-10-08,Denmark,Romania,Denmark,59.0
2017-10-08,Egypt,Congo,Egypt,90.0
2017-10-08,Lithuania,England,England,27.0
2017-10-10,Belgium,Cyprus,Belgium,63.0
2017-11-09,Croatia,Greece,Croatia,13.0
2017-11-09,Northern Ireland,Switzerland,Switzerland,58.0
2017-11-11,DR Congo,Guinea,DR Congo,90.0
2017-11-14,Republic of Ireland,Denmark,Denmark,90.0
2017-11-15,Australia,Honduras,Australia,72.0
2017-11-15,Australia,Honduras,Australia,85.0
2018-06-15,Portugal,Spain,Portugal,4.0
2018-06-16,Croatia,Nigeria,Croatia,71.0
2018-06-16,France,Australia,France,58.0
2018-06-16,France,Australia,Australia,62.0
2018-06-18,Sweden,Korea Republic,Sweden,65.0
2018-06-18,Tunisia,England,Tunisia,35.0
2018-06-19,Colombia,Japan,Japan,6.0
2018-06-19,Russia,Egypt,Egypt,73.0
2018-06-21,Denmark,Australia,Australia,38.0
2018-06-23,Belgium,Tunisia,Belgium,6.0
2018-06-23,Korea Republic,Mexico,Mexico,26.0
2018-06-24,England,Panama,England,22.0
2018-06-24,England,Panama,England,45.0
2018-06-25,Iran,Portugal,Iran,90.0
2018-06-25,Saudi Arabia,Egypt,Saudi Arabia,45.0
2018-06-26,Iceland,Croatia,Iceland,76.0
2018-06-26,Nigeria,Argentina,Nigeria,51.0
2018-06-27,Mexico,Sweden,Sweden,62.0
2018-06-30,France,Argentina,France,13.0
2018-07-01,Russia,Spain,Russia,41.0
2018-07-03,Colombia,England,England,57.0
2018-07-15,France,Croatia,France,38.0
2018-09-07,Italy,Poland,Italy,78.0
2018-09-07,Lithuania,Serbia,Serbia,38.0
2018-09-08,Belarus,San Marino,Belarus,67.0
2018-09-09,Denmark,Wales,Denmark,63.0
2018-09-09,Georgia,Latvia,Georgia,77.0
2018-09-09,North Macedonia,Armenia,North Macedonia,14.0
2018-09-09,Ukraine,Slovakia,Ukraine,80.0
2018-09-10,Malta,Azerbaijan,Malta,10.0
2018-09-10,Montenegro,Lithuania,Montenegro,34.0
2018-09-10,Serbia,Romania,Romania,48.0
2018-09-11,Iceland,Belgium,Belgium,29.0
2018-10-11,Faroe Islands,Azerbaijan,Azerbaijan,86.0
2018-10-11,Israel,Scotland,Scotland,25.0
2018-10-11,Montenegro,Serbia,Serbia,18.0
2018-10-13,Armenia,Gibraltar,Gibraltar,50.0
2018-10-14,Lithuania,Montenegro,Montenegro,45.0
2018-10-16,France,Germany,Germany,14.0
2018-10-16,France,Germany,France,80.0
2018-11-15,Croatia,Spain,Spain,78.0
2018-11-16,Cyprus,Bulgaria,Bulgaria,89.0
2018-11-16,Netherlands,France,Netherlands,90.0
2018-11-17,Albania,Scotland,Scotland,45.0
2018-11-17,Turkey,Sweden,Sweden,71.0
2018-11-18,Moldova,Luxembourg,Moldova,58.0
2018-11-18,Switzerland,Belgium,Switzerland,26.0
2018-11-20,Portugal,Poland,Poland,66.0
2019-01-05,United Arab Emirates,Bahrain,United Arab Emirates,88.0
2019-01-06,Thailand,India,India,27.0
2019-01-09,Japan,Turkmenistan,Turkmenistan,79.0
2019-01-13,Oman,Japan,Japan,28.0
2019-01-14,India,Bahrain,Bahrain,90.0
2019-01-15,Australia,Syria,Syria,80.0
2019-01-16,Korea Republic,China,Korea Republic,14.0
2019-01-16,Vietnam,Yemen,Vietnam,64.0
2019-01-17,Lebanon,Korea DPR,Lebanon,80.0
2019-01-20,Iran,Oman,Iran,41.0
2019-01-20,Thailand,China,China,71.0
2019-01-21,United Arab Emirates,Kyrgyzstan,United Arab Emirates,103.0
2019-01-24,Vietnam,Japan,Japan,57.0
2019-01-28,Iran,Japan,Japan,67.0
2019-02-01,Japan,Qatar,Qatar,83.0
2019-03-21,Belgium,Russia,Belgium,45.0
2019-03-21,Cyprus,San Marino,Cyprus,19.0
2019-03-21,Cyprus,San Marino,Cyprus,23.0
2019-03-21,Netherlands,Belarus,Netherlands,55.0
2019-03-21,Northern Ireland,Estonia,Northern Ireland,75.0
2019-03-22,Bulgaria,Montenegro,Bulgaria,82.0
2019-03-22,England,Czech Republic,England,45.0
2019-03-23,Bosnia and Herzegovina,Armenia,Armenia,90.0
2019-03-23,Malta,Faroe Islands,Malta,77.0
2019-03-23,Spain,Norway,Norway,65.0
2019-03-23,Spain,Norway,Spain,71.0
2019-03-25,Portugal,Serbia,Serbia,7.0
2019-03-26,Bosnia and Herzegovina,Greece,Greece,64.0
2019-03-26,Italy,Liechtenstein,Italy,35.0
2019-03-26,Italy,Liechtenstein,Italy,45.0
2019-03-26,Romania,Faroe Islands,Faroe Islands,40.0
2019-06-05,Portugal,Switzerland,Switzerland,57.0
2019-06-06,England,Netherlands,England,32.0
2019-06-07,Georgia,Gibraltar,Georgia,76.0
2019-06-08,Russia,San Marino,Russia,31.0
2019-06-10,Czech Republic,Montenegro,Czech Republic,82.0
2019-06-10,Denmark,Georgia,Denmark,30.0
2019-06-10,Latvia,Slovenia,Slovenia,29.0
2019-06-10,North Macedonia,Austria,Austria,62.0
2019-06-10,Poland,Israel,Poland,56.0
2019-06-10,Serbia,Lithuania,Lithuania,71.0
2019-06-10,Spain,Sweden,Spain,64.0
2019-06-10,Spain,Sweden,Spain,85.0
2019-06-11,Brunei,Mongolia,Mongolia,47.0
2019-06-11,Germany,Estonia,Germany,26.0
2019-06-11,Pakistan,Cambodia,Pakistan,17.0
2019-06-14,Brazil,Bolivia,Brazil,50.0
2019-06-16,Paraguay,Qatar,Paraguay,4.0
2019-06-18,Bolivia,Peru,Bolivia,28.0
2019-06-19,Argentina,Paraguay,Argentina,57.0
2019-06-20,Costa Rica,Bermuda,Bermuda,59.0
2019-06-20,Uruguay,Japan,Uruguay,32.0
2019-06-21,Ecuador,Chile,Ecuador,26.0
2019-06-22,Guinea,Madagascar,Guinea,66.0
2019-06-22,Guyana,Panama,Guyana,33.0
2019-06-22,Guyana,Panama,Panama,51.0
2019-06-22,Guyana,Panama,Guyana,90.0
2019-06-23,Algeria,Kenya,Algeria,34.0
2019-06-24,Haiti,Costa Rica,Haiti,57.0
2019-06-24,Mali,Mauritania,Mali,45.0
2019-06-24,Mali,Mauritania,Mauritania,72.0
2019-06-24,Tunisia,Angola,Tunisia,34.0
2019-06-29,Haiti,Canada,Haiti,70.0
2019-06-29,Mexico,Costa Rica,Costa Rica,52.0
2019-06-30,Jamaica,Panama,Jamaica,75.0
2019-06-30,Zimbabwe,DR Congo,DR Congo,65.0
2019-07-01,Kenya,Senegal,Senegal,78.0
2019-07-02,Haiti,Mexico,Mexico,93.0
2019-07-06,Argentina,Chile,Chile,59.0
2019-07-07,Brazil,Peru,Peru,44.0
2019-07-07,Brazil,Peru,Brazil,90.0
2019-07-14,Algeria,Nigeria,Nigeria,72.0
2019-09-04,Djibouti,Eswatini,Djibouti,45.0
2019-09-04,Liberia,Sierra Leone,Liberia,18.0
2019-09-04,Liberia,Sierra Leone,Liberia,82.0
2019-09-04,São Tomé and Príncipe,Guinea-Bissau,Guinea-Bissau,85.0
2019-09-05,Chad,Sudan,Chad,85.0
2019-09-05,Finland,Greece,Finland,52.0
2019-09-05,Gibraltar,Denmark,Denmark,34.0
2019-09-05,Gibraltar,Denmark,Denmark,50.0
2019-09-05,Norway,Malta,Norway,45.0
2019-09-05,Philippines,Syria,Syria,48.0
2019-09-05,Romania,Spain,Spain,29.0
2019-09-06,Austria,Latvia,Austria,53.0
2019-09-06,Germany,Netherlands,Germany,73.0
2019-09-06,San Marino,Belgium,Belgium,43.0
2019-09-07,England,Bulgaria,England,50.0
2019-09-07,England,Bulgaria,England,73.0
2019-09-07,France,Albania,Albania,90.0
2019-09-08,Finland,Italy,Finland,72.0
2019-09-08,Finland,Italy,Italy,79.0
2019-09-09,Azerbaijan,Croatia,Croatia,11.0
2019-09-10,England,Kosovo,Kosovo,55.0
2019-09-10,Guam,Philippines,Guam,67.0
2019-09-10,Indonesia,Thailand,Thailand,65.0
2019-09-10,Lithuania,Portugal,Portugal,7.0
2019-09-10,Malawi,Botswana,Malawi,81.0
2019-09-10,Maldives,China,China,64.0
2019-09-10,Maldives,China,China,83.0
2019-09-10,Montenegro,Czech Republic,Czech Republic,90.0
2019-09-10,Mozambique,Mauritius,Mozambique,77.0
2019-10-10,Belgium,San Marino,Belgium,84.0
2019-10-10,Iraq,Hong Kong,Iraq,79.0
2019-10-10,Kyrgyzstan,Myanmar,Kyrgyzstan,87.0
2019-10-10,North Macedonia,Slovenia,Slovenia,90.0
2019-10-10,Oman,Afghanistan,Oman,61.0
2019-10-10,Korea Republic,Sri Lanka,Korea Republic,45.0
2019-10-10,United Arab Emirates,Indonesia,United Arab Emirates,63.0
2019-10-11,Czech Republic,England,England,5.0
2019-10-11,Iceland,France,France,66.0
2019-10-12,Bosnia and Herzegovina,Finland,Bosnia and Herzegovina,37.0
2019-10-12,Italy,Greece,Italy,63.0
2019-10-12,Malta,Sweden,Sweden,58.0
2019-10-12,Malta,Sweden,Sweden,71.0
2019-10-12,Norway,Spain,Norway,90.0
2019-10-14,Ukraine,Portugal,Portugal,72.0
2019-10-15,Bahrain,Iran,Bahrain,65.0
2019-10-15,Indonesia,Vietnam,Vietnam,55.0
2019-10-15,Jordan,Nepal,Jordan,56.0
2019-10-15,Mongolia,Kyrgyzstan,Mongolia,57.0
2019-10-15,Sri Lanka,Lebanon,Lebanon,15.0
2019-10-15,Sri Lanka,Lebanon,Lebanon,38.0
2019-11-14,France,Moldova,France,79.0
2019-11-14,Kyrgyzstan,Japan,Japan,41.0
2019-11-14,Myanmar,Tajikistan,Tajikistan,36.0
2019-11-14,Portugal,Lithuania,Portugal,7.0
2019-11-14,Uzbekistan,Saudi Arabia,Saudi Arabia,23.0
2019-11-14,Uzbekistan,Saudi Arabia,Uzbekistan,56.0
2019-11-15,Finland,Liechtenstein,Finland,64.0
2019-11-17,Andorra,Turkey,Turkey,21.0
2019-11-17,Serbia,Ukraine,Serbia,9.0
2019-11-18,Italy,Armenia,Italy,75.0
2019-11-19,Afghanistan,Qatar,Qatar,76.0
2020-09-03,Russia,Serbia,Russia,48.0
2020-09-04,Norway,Austria,Austria,54.0
2020-09-04,Scotland,Israel,Scotland,45.0
2020-09-04,Slovakia,Czech Republic,Czech Republic,53.0
2020-09-05,Azerbaijan,Luxembourg,Luxembourg,72.0
2020-09-05,Iceland,England,England,90.0
2020-09-05,North Macedonia,Armenia,North Macedonia,5.0
2020-09-05,North Macedonia,Armenia,North Macedonia,38.0
2020-09-05,North Macedonia,Armenia,Armenia,90.0
2020-09-06,Spain,Ukraine,Spain,3.0
2020-09-07,Bosnia and Herzegovina,Poland,Bosnia and Herzegovina,24.0
2020-09-07,Czech Republic,Scotland,Scotland,52.0
2020-09-08,France,Croatia,France,77.0
2020-09-08,Georgia,North Macedonia,Georgia,13.0
2020-09-08,Luxembourg,Montenegro,Montenegro,90.0
2020-09-08,San Marino,Liechtenstein,Liechtenstein,3.0
2020-10-08,Argentina,Ecuador,Argentina,13.0
2020-10-08,Georgia,Belarus,Georgia,7.0
2020-10-08,Iceland,Romania,Romania,63.0
2020-10-08,Uruguay,Chile,Uruguay,39.0
2020-10-10,Ukraine,Germany,Ukraine,77.0
2020-10-11,Armenia,Georgia,Armenia,89.0
2020-10-11,England,Belgium,Belgium,16.0
2020-10-11,England,Belgium,England,39.0
2020-10-11,Estonia,North Macedonia,Estonia,76.0
2020-10-11,Greece,Moldova,Greece,45.0
2020-10-11,Lithuania,Belarus,Belarus,59.0
2020-10-13,Chile,Colombia,Chile,37.0
2020-10-13,Ecuador,Uruguay,Uruguay,83.0
2020-10-13,Ecuador,Uruguay,Uruguay,90.0
2020-10-13,Peru,Brazil,Brazil,28.0
2020-10-13,Peru,Brazil,Brazil,83.0
2020-10-14,England,Denmark,Denmark,35.0
2020-10-14,Iceland,Belgium,Belgium,38.0
2020-10-14,Moldova,Slovenia,Slovenia,37.0
2020-10-14,Moldova,Slovenia,Slovenia,55.0
2020-10-14,North Macedonia,Georgia,North Macedonia,90.0
2020-10-14,Turkey,Serbia,Serbia,49.0
2020-11-12,Argentina,Paraguay,Paraguay,21.0
2020-11-12,Bolivia,Ecuador,Ecuador,88.0
2020-11-13,Colombia,Uruguay,Uruguay,54.0
2020-11-14,Cyprus,Luxembourg,Cyprus,34.0
2020-11-15,Albania,Kazakhstan,Albania,63.0
2020-11-15,Bulgaria,Finland,Bulgaria,68.0
2020-11-15,Denmark,Iceland,Denmark,12.0
2020-11-15,Denmark,Iceland,Denmark,90.0
2020-11-15,Georgia,Armenia,Georgia,65.0
2020-11-15,Italy,Poland,Italy,27.0
2020-11-15,Slovenia,Kosovo,Slovenia,90.0
2020-11-15,Turkey,Russia,Turkey,52.0
2020-11-17,Andorra,Latvia,Latvia,70.0
2020-11-17,Andorra,Latvia,Latvia,90.0
2020-11-17,Ecuador,Colombia,Colombia,45.0
2020-11-17,Paraguay,Bolivia,Paraguay,19.0
2020-11-18,Albania,Belarus,Albania,27.0
2020-11-18,Poland,Netherlands,Netherlands,77.0
2020-12-04,Qatar,Bangladesh,Qatar,72.0
2021-03-24,Antigua and Barbuda,Montserrat,Montserrat,7.0
2021-03-24,Belgium,Wales,Belgium,73.0
2021-03-24,Suriname,Cayman Islands,Suriname,38.0
2021-03-24,Turkey,Netherlands,Turkey,34.0
2021-03-25,Spain,Greece,Greece,57.0
2021-03-27,Anguilla,Dominican Republic,Dominican Republic,22.0
2021-03-27,Bahamas,Saint Kitts and Nevis,Saint Kitts and Nevis,53.0
2021-03-27,Belarus,Estonia,Belarus,45.0
2021-03-27,Montenegro,Gibraltar,Gibraltar,30.0
2021-03-27,United States Virgin Islands,Antigua and Barbuda,Antigua and Barbuda,34.0
2021-03-28,Bulgaria,Italy,Italy,43.0
2021-03-28,Denmark,Moldova,Denmark,19.0
2021-03-28,Kosovo,Sweden,Sweden,70.0
2021-03-28,North Macedonia,Liechtenstein,North Macedonia,82.0
2021-03-28,San Marino,Hungary,Hungary,13.0
2021-03-28,San Marino,Hungary,Hungary,88.0
2021-03-28,Ukraine,Finland,Finland,89.0
